revenue,profit,balance,transactions,loan_amount,default
118549,79604,477001,61,115293,1
294093,63026,188445,90,248217,0
794548,198423,478516,31,135601,0
427723,-3498,24149,79,193012,1
197930,178320,58297,215,152411,1
102558,73577,239071,26,240355,1
948704,94866,471840,236,141506,0
811313,102983,250204,133,210437,0
805324,64416,426878,296,275250,0
637097,58748,193671,108,134470,0
861408,97370,422382,114,297832,0
592357,185649,46148,286,193550,0
257005,106499,356145,31,100948,0
643154,13905,263754,47,197727,0
385792,96659,63013,47,277018,0
910074,-24445,474010,133,262812,1
724559,-33732,210189,194,191785,1
413281,18184,23767,90,185485,0
437407,82006,100828,115,296631,0
923206,170809,493398,217,210717,0
952400,134607,38535,85,211338,0
192488,12924,130519,81,155759,1
640661,128606,391513,147,135673,0
980084,-49408,252151,52,214511,1
448536,168104,426524,89,189440,0
245384,24140,170415,67,170570,0
525252,95874,308913,281,179677,0
410040,148458,433276,163,168189,0
244067,184747,108523,58,180533,0
325867,13913,409954,88,159004,0
238591,132923,117842,159,259558,0
459675,191613,287191,269,203249,0
816104,196889,64367,238,223902,0
441668,195708,443990,143,244076,0
326300,39678,209756,92,284678,0
636245,58028,388607,295,148422,0
522020,103011,296328,266,114260,0
748142,99413,374642,24,120693,0
237249,42886,365215,200,109617,0
806866,-32908,141219,297,70703,1
246417,114908,390077,111,203387,0
287598,16446,106525,23,187418,0
673939,161237,405017,199,259859,0
813153,-40471,74527,223,116128,1
351394,30807,240868,241,210373,0
775062,964,76088,57,191222,0
340106,58836,107594,23,179986,0
112301,-38227,487130,52,272318,1
661692,21566,380833,133,112433,0
545984,121876,43442,263,180965,0
152892,159582,339816,199,210779,1
526071,188039,194925,206,259669,0
943939,57951,353941,294,140396,0
130684,128231,143196,214,130159,1
525541,59570,270562,207,152698,0
474681,-16738,183407,296,288010,1
210598,-11400,414113,86,117293,1
942431,104731,350174,131,145716,0
268688,99394,489583,235,128923,0
146678,31855,53482,46,144342,1
475754,126008,260811,21,226955,0
460447,167076,359430,29,65406,0
255775,5892,270471,75,232435,0
553446,40029,496569,93,261417,0
436242,-30433,211627,34,57170,1
472143,120501,350652,141,246953,0
197235,152146,102670,240,163405,1
203034,108664,55656,130,158762,0
610218,199644,257084,87,282763,0
714171,6497,467800,55,247729,0
256165,-25869,303629,213,104882,1
602899,95818,263063,225,289843,0
568290,-538,85750,79,137745,1
587000,170662,35043,44,199929,0
855697,-19158,295734,226,299318,1
215914,83549,301573,242,287664,0
261461,76862,96427,280,169723,0
371802,184881,148993,204,119396,0
403971,1179,175634,95,295044,0
971664,12933,100718,247,66361,0
679253,17253,279541,252,114811,0
434949,55956,445704,206,177494,0
463954,2480,94230,170,105229,0
261798,-39842,456365,141,91194,1
123841,-24959,143581,276,163559,1
833458,34132,76928,52,262982,0
590336,92134,452260,27,206300,0
134441,173119,468649,244,138462,1
965157,-10944,150624,111,148996,1
697014,26110,121487,114,237769,0
160563,5722,117583,46,125271,1
717175,48549,313929,70,228990,0
627022,67101,87138,210,91934,0
180543,-24046,486364,292,207262,1
328591,11166,80339,130,237478,0
304151,2958,82965,229,114316,0
571464,182963,431053,80,287720,0
726194,-6728,190409,42,98378,1
292412,168034,43814,170,108865,0
106606,194113,60882,225,51545,1
640827,-14174,431884,265,229702,1
851878,127898,145780,61,201048,0
271815,74633,179233,215,185420,0
377686,181150,457075,29,274670,0
582159,140244,324121,259,77371,0
622918,18400,297724,182,223427,0
208473,105514,170803,175,280922,0
407472,100962,118555,38,103495,0
917977,70919,63796,135,104861,0
523723,104292,174857,160,76088,0
307325,-8529,239576,198,138023,1
111231,40270,55091,99,261090,1
916694,-40902,428342,90,123822,1
595571,10497,463727,188,275226,0
431015,-22607,172356,118,283584,1
707369,-28042,152620,119,57449,1
974220,84965,443059,135,86035,0
541409,120933,72001,261,178489,0
762396,72601,157750,280,177219,0
495983,138596,380832,180,209961,0
744088,104131,62788,255,210062,0
395833,20958,256592,48,282562,0
638620,-18115,177261,25,90767,1
804671,98975,422200,23,100011,0
955443,134606,301594,102,111280,0
345552,119797,339838,278,285502,0
522398,88278,79091,72,215456,0
594253,26831,289476,65,233212,0
596391,162704,131456,299,261615,0
897765,181849,373875,70,287952,0
262018,35620,80118,103,214903,0
539716,147475,221989,143,156587,0
431492,162823,320827,278,60840,0
840974,123324,172950,272,193064,0
346038,162777,112371,129,287568,0
368958,190251,22817,235,231016,0
406604,8487,23316,51,220678,0
228859,120612,63288,82,217356,0
939491,161162,200260,102,103913,0
593012,151887,485936,190,217965,0
902181,6587,266096,250,288304,0
794848,-39123,68421,167,76476,1
867279,-25202,445951,279,171291,1
742028,95344,195457,208,97545,0
374055,173754,259641,184,178291,0
274515,199072,58960,142,74480,0
988063,190354,30899,220,295965,0
989702,-1083,192086,276,174377,1
744320,57968,157283,242,284329,0
988639,8589,120330,21,115783,0
311594,-25006,458628,153,181988,1
778498,187578,243478,290,215891,0
241338,11785,80056,110,277155,0
946352,-30627,204178,140,170460,1
730286,136547,93774,277,126998,0
820740,-19856,458610,54,222910,1
929852,174587,202351,35,134266,0
438059,-21815,285573,297,258462,1
488017,170141,273636,277,148856,0
294731,-17900,490393,292,255742,1
661504,182967,262965,140,100980,0
513727,-48168,29428,80,268092,1
433831,135870,453869,299,211601,0
863031,146447,105565,246,94607,0
231338,72094,402357,201,143840,0
916887,-44072,110773,271,86416,1
982588,70068,128849,242,272329,0
999109,17070,219778,273,65388,0
921603,184903,161689,67,124303,0
113197,26815,58954,118,122001,1
778060,61876,139589,118,197522,0
221527,87190,353872,232,106468,0
580412,18569,253048,64,220546,0
306795,160858,57183,214,200082,0
421261,186474,282857,46,262628,0
256021,187322,72530,54,112337,0
313042,198295,237418,283,52276,0
495530,-6209,116850,102,248431,1
357734,-27018,60597,92,96353,1
939074,63511,260999,247,220646,0
329862,48499,228330,53,135664,0
972481,-10531,256958,166,221490,1
577823,-9009,258062,94,232507,1
612042,85507,443197,113,163861,0
610477,53888,486422,145,121241,0
877547,59648,221265,253,93912,0
554594,-12451,331582,101,268911,1
703607,-43165,120520,75,186040,1
267324,-9626,250529,273,144082,1
649654,137914,160499,238,153444,0
298511,-42611,118609,81,252176,1
543425,182135,426898,117,278476,0
164209,-24281,207822,49,119654,1
365299,99799,389342,260,177824,0
126586,120367,130804,283,161348,1
646002,38163,393157,179,234508,0
385667,123357,224772,136,264608,0
279877,184623,181198,293,190286,0
332890,-41245,108006,173,50889,1
123583,15251,241418,198,83648,1
759690,86142,451975,179,256174,0
504416,147329,470719,96,185596,0
432899,63381,93795,170,67601,0
975345,108037,268839,300,252383,0
177505,93005,377005,195,249897,1
634976,127908,310052,268,67010,0
737888,196131,477249,167,79390,0
941041,-41152,154479,66,253504,1
225834,142292,421064,243,236562,0
314316,-285,202561,127,227959,1
941631,31573,337491,232,187494,0
929614,185273,439676,182,131470,0
323532,74206,421733,116,294673,0
818923,116780,435829,120,64130,0
103893,157678,262096,136,166905,1
672205,174161,386226,142,91341,0
165839,149098,125398,238,281098,1
330116,156834,137832,239,259535,0
202850,137323,398422,43,67259,0
151246,19827,459748,112,122267,1
494806,8240,393291,60,141943,0
297176,81948,439521,80,181123,0
378601,153743,244840,136,270587,0
731227,22314,303654,117,240054,0
675989,5133,181991,21,81665,0
631055,88885,134046,226,79710,0
374360,-34515,24676,124,203305,1
486820,116208,374351,228,188768,0
124802,155590,286843,148,109906,1
881931,72051,53634,52,136220,0
120208,-35261,129736,100,200288,1
379433,37647,395449,161,75417,0
603453,126240,39992,41,214598,0
487052,32379,218456,78,175368,0
925390,113310,150923,139,276283,0
166722,147960,221914,197,191575,1
707817,192386,189481,93,189417,0
619913,24982,65239,66,165234,0
439623,40392,445774,260,176322,0
242613,78517,68204,48,110004,0
958701,-33823,462793,74,101105,1
836988,71553,468797,182,222540,0
259002,50611,71520,70,215260,0
943985,173831,244153,56,293896,0
945236,140375,27079,124,65292,0
517731,37271,439515,206,227614,0
498694,68738,397586,284,230690,0
602917,170518,225066,256,137969,0
859345,91858,276841,155,138428,0
959457,99930,50351,244,218583,0
834591,-19651,287131,149,274490,1
448172,-23510,82093,70,288126,1
493522,-9053,446483,131,82060,1
624285,-42342,444893,23,253304,1
299408,116463,174327,281,91578,0
197553,113727,317042,60,263375,1
554278,29213,381058,209,173304,0
852982,63124,314270,61,281876,0
871856,-31577,203684,101,58770,1
276675,-17913,138895,286,252112,1
917711,-3313,190097,285,225709,1
300848,48601,308653,191,163767,0
590181,-11358,349241,111,129579,1
531541,88854,407117,179,201612,0
330917,85128,376641,267,168830,0
460747,170782,451782,214,265958,0
724537,100404,63963,30,108574,0
656290,89815,30250,49,275950,0
462852,96495,473662,189,231995,0
994785,-18339,127578,176,237133,1
707116,613,133171,267,229709,0
682355,94505,432902,143,295971,0
344104,77626,165757,221,51634,0
636171,-39640,30255,282,154480,1
329372,-16134,258264,201,136035,1
963272,68125,470042,280,250943,0
907321,35754,276164,297,169161,0
915953,47567,494946,65,227107,0
141958,18898,327431,101,204900,1
931242,-46625,143902,171,191702,1
629639,96083,345444,211,177921,0
246449,183928,458856,32,148742,0
340293,150610,315148,282,135275,0
904243,15006,149852,151,284099,0
519022,190110,122815,65,127258,0
376398,73987,317832,262,104396,0
327826,77536,134877,181,62613,0
913444,89427,35115,154,166317,0
172417,100238,409548,206,204468,1
534015,57508,441213,34,277842,0
934705,-42511,261870,255,127914,1
927828,-42700,462650,29,105336,1
986653,149993,314604,265,92238,0
318792,41448,391530,250,79114,0
995436,137635,99412,162,289971,0
537214,45629,105131,95,178609,0
993132,189845,123999,271,70341,0
818733,94202,378962,282,257605,0
131315,140324,358032,261,159735,1
523630,67781,243196,96,132953,0
203876,66938,351839,189,141292,0
294057,3073,483019,182,168363,0
855201,119423,379582,174,228501,0
985765,-20321,123320,209,193468,1
377380,167101,116355,214,296148,0
458411,125878,29632,70,222393,0
577656,95750,355566,101,219792,0
361367,85208,181599,104,261828,0
888269,62392,252837,148,126192,0
552952,57452,164101,252,222343,0
822848,130144,299304,46,251342,0
960984,133271,435449,171,282094,0
977454,116646,21532,271,209725,0
963290,110699,320612,211,255428,0
263696,121531,159380,87,268359,0
823959,-30986,369377,168,295981,1
190205,176565,94203,167,294778,1
770800,69318,177984,240,213934,0
153167,132582,94255,81,200180,1
176787,139058,490241,187,234211,1
960630,139631,187449,288,281931,0
350891,112130,113143,164,282482,0
875369,130490,133921,51,112559,0
351966,-18098,364478,277,233724,1
100772,84436,136474,251,86055,1
355930,149752,68575,146,295530,0
927258,29753,378982,273,267095,0
139844,100014,152366,100,169955,1
242719,187032,288583,223,160615,0
374440,136720,197429,148,291780,0
123021,135900,293943,66,177752,1
999201,3390,140487,72,284130,0
221880,887,377337,127,242654,0
848103,80549,389841,231,271929,0
745671,22614,466730,168,236429,0
754274,-11289,409881,158,257531,1
770062,127826,308839,115,100353,0
732657,-27974,379823,89,191092,1
149701,126029,194417,261,217780,1
553600,-6941,365501,128,63036,1
380646,197697,222503,190,247699,0
279376,-25846,407168,114,53601,1
597929,38591,201511,23,250195,0
996376,17902,94415,278,115979,0
701234,-23757,428846,122,148587,1
425332,19402,448045,57,182773,0
378013,44584,357353,293,194818,0
822982,34268,93074,76,176403,0
473624,26874,101116,286,104975,0
341000,-41238,233064,258,212344,1
453811,-26471,201357,233,240300,1
519084,167386,114775,27,296508,0
684316,121496,431778,107,221944,0
319196,60470,121540,52,158556,0
937176,65220,281385,250,157824,0
918682,192378,450272,228,110956,0
502472,160632,400999,20,224595,0
658477,31524,107073,55,265616,0
788411,81103,154015,267,134348,0
189319,39469,94087,287,280967,1
638094,114115,407960,247,236658,0
208644,167868,383186,153,92471,0
784465,186092,281110,167,234486,0
772038,-45974,195683,73,120496,1
103157,31640,271906,158,178683,1
959430,-23657,485123,287,154267,1
316546,1004,124097,198,70483,0
388459,126041,284055,225,84137,0
438204,166536,143421,161,208146,0
822167,146456,213558,267,163674,0
241481,-42147,455190,235,133064,1
329051,27588,240029,252,141346,0
158241,57722,494568,188,80360,1
549915,163331,264629,207,63060,0
743712,-32890,467718,266,99597,1
284692,102563,455218,292,162189,0
371370,-19099,188875,232,108979,1
628131,-49033,232603,109,271983,1
667301,72069,401696,76,51239,0
156604,84675,206914,38,276495,1
125087,1174,414099,279,62773,1
742641,-571,73109,169,216987,1
211440,120268,52694,122,247123,0
835524,6757,22966,72,246985,0
733048,181217,380437,267,206407,0
308457,87820,327093,63,172883,0
546380,35035,343708,278,166828,0
346999,166677,47567,66,228082,0
415018,-21936,254057,47,233513,1
270394,-20458,95520,169,254527,1
857767,-43693,108192,121,256136,1
911440,30657,319778,152,151119,0
294641,115957,316070,89,135353,0
163696,150209,328801,154,227453,1
238980,168220,124918,42,278066,0
892113,198252,158282,79,293180,0
690616,109301,318854,228,77028,0
783953,84739,242409,137,174523,0
270370,177680,374180,85,51753,0
460244,9654,242896,298,215351,0
743528,108330,201536,208,259109,0
542540,50441,331266,156,127684,0
337497,107602,90028,98,150891,0
301397,23559,217596,250,240500,0
474864,42810,26973,295,74231,0
231670,87853,347391,294,169855,0
269652,181103,78756,284,85453,0
794106,121241,66904,191,291487,0
317793,25768,307404,292,95176,0
251167,184877,457418,33,277087,0
523533,164257,410243,42,67766,0
408843,152980,286272,101,107306,0
172885,76502,152250,268,265146,1
700250,87072,405117,244,296038,0
108871,79737,62308,36,50762,1
968348,190751,384521,22,224983,0
389581,118130,497040,170,81455,0
995897,-34126,37435,97,71351,1
627537,109063,97910,128,63957,0
531518,53718,493932,230,205134,0
579154,88318,417193,185,148350,0
608546,161699,105699,76,153319,0
586475,-34786,222955,159,143761,1
900705,88464,68625,130,185362,0
526185,100254,207035,41,70448,0
703381,127898,391932,27,146794,0
401822,122289,400907,32,295970,0
475015,71703,166035,125,61247,0
415380,57417,377123,67,175716,0
610836,-12936,385177,176,53660,1
446478,104031,123013,110,113762,0
220725,148298,387898,180,272172,0
518220,75995,243581,53,153377,0
551375,148206,359843,231,89171,0
864955,20223,440238,47,212843,0
185874,176126,77721,82,197016,1
253790,48960,143209,127,82303,0
697300,190738,443096,59,209103,0
551659,136393,79441,120,112955,0
225405,-19378,446913,104,145098,1
780080,-9035,199626,57,170502,1
816773,69202,462126,116,257269,0
558195,96201,35361,262,97100,0
189607,194416,221456,144,255710,1
943492,44030,112326,115,163782,0
276940,188064,72546,26,268175,0
617344,-29867,286741,262,255113,1
547159,-25396,468213,51,121617,1
789661,177412,65453,284,189793,0
607834,194421,156681,110,85884,0
568619,102265,132377,206,178604,0
223502,77573,411318,143,250938,0
114500,9454,234973,289,258358,1
401547,25681,128790,129,140809,0
342443,-8862,392937,116,57222,1
688490,-26655,280919,159,63776,1
249911,15926,74882,192,258781,0
802670,50762,269543,236,67359,0
961589,69261,72705,104,75705,0
612193,5492,326542,137,163419,0
708020,-17897,431292,98,144955,1
100990,136314,316216,64,294713,1
928783,-26498,284951,47,124087,1
312851,49113,290702,193,233417,0
613916,36437,179427,133,176585,0
557870,89626,50774,105,175806,0
747779,132573,471265,206,150021,0
864321,-44727,393334,289,239593,1
160382,80283,300332,68,142551,1
364165,65652,218609,53,114543,0
636897,121417,99792,29,210194,0
746768,-13838,257410,147,234964,1
534501,78369,81692,271,63934,0
191711,190726,123642,161,259212,1
758001,67238,226049,161,77210,0
156244,-23843,155069,182,274917,1
766682,194317,300868,74,292943,0
944763,106579,414844,131,237646,0
339622,193719,323991,65,267625,0
580736,-37063,389260,51,238690,1
358606,153640,74851,250,192759,0
810994,104951,104598,171,164723,0
395519,43793,187724,170,175316,0
194654,182275,364702,183,232126,1
374312,187959,326812,29,161276,0
972200,152069,375194,243,152011,0
312677,-18901,450711,164,86928,1
231644,118882,497087,204,207116,0
950275,90361,477769,65,263282,0
736174,83461,472609,176,149778,0
109613,180937,460139,64,240795,1
600927,179270,199357,233,167025,0
240573,104578,389265,215,92701,0
259289,97756,243535,181,166597,0
659078,81135,163462,124,269317,0
221225,59938,166530,45,291975,0
756901,79345,317637,232,286330,0
931243,165707,379636,31,70163,0
554597,183038,475270,194,196331,0
906220,-5308,210504,117,113752,1
247800,170465,349416,227,217595,0
311661,-9820,392932,238,125016,1
124843,121338,302208,224,76213,1
757495,72950,73008,279,240727,0
341751,155184,424526,60,218502,0
166047,28805,199011,270,237338,1
195313,-41573,378747,184,212812,1
980927,52840,421191,25,180289,0
860573,-33241,449327,280,115364,1
147966,199833,252791,208,244300,1
749365,190560,297776,43,212277,0
490668,160181,258373,141,185223,0
833771,15385,183726,268,107310,0
713879,46827,223233,137,180234,0
850030,117402,383201,39,179651,0
591132,170776,482749,172,87968,0
746008,66191,188682,130,168734,0
935448,13495,271299,119,245356,0
789002,-37661,74283,247,271472,1
138010,-3573,445389,297,209354,1
625490,51254,130816,43,132385,0
893688,135117,305190,70,154687,0
996262,172152,370490,63,221680,0
342692,167900,25500,37,251409,0
418858,127236,285300,112,143770,0
478540,106691,81306,291,225157,0
808318,-38240,301507,165,288291,1
305369,-8233,231074,114,120784,1
221587,62894,487695,102,296048,0
938490,71358,329298,115,70753,0
777434,10205,96175,243,152908,0
937534,129040,239682,241,285493,0
825741,120068,499211,139,114485,0
404539,100390,59582,234,177567,0
402562,188096,302286,220,235203,0
197115,41289,62625,213,213870,1
285169,86800,320678,144,191343,0
101395,132272,237147,23,123268,1
692634,97886,454304,98,179382,0
416387,96274,430366,247,62205,0
495806,104815,478796,107,261344,0
697815,40195,318257,57,258265,0
444102,93682,296077,62,86586,0
478025,35067,246685,291,228645,0
545623,43220,238164,31,193276,0
292750,40998,413987,168,89549,0
508476,154421,303451,81,77636,0
788151,163050,423978,64,121691,0
811650,100658,491000,199,298049,0
508582,131407,140999,292,108250,0
562076,182418,33981,110,60457,0
735496,192642,474446,54,123479,0
480406,168041,71094,45,136392,0
753863,31521,155429,88,149313,0
148200,128854,331596,290,129029,1
748399,13537,172084,210,124756,0
645082,-23412,361095,295,266079,1
255039,15887,480431,195,258795,0
360729,-45371,59505,139,54817,1
763258,-6531,235799,273,51095,1
889027,193229,390788,189,103491,0
363483,146135,63909,192,223622,0
953590,164358,104494,225,298265,0
114397,33355,426376,119,60711,1
528669,195348,203852,111,67465,0
407566,181601,184696,102,296723,0
712512,2436,127054,142,103662,0
211823,196274,383919,210,238343,0
956093,18184,436981,178,101918,0
405096,75668,440909,249,140341,0
360313,7892,358942,235,65564,0
768922,49299,154151,199,207736,0
923962,-11712,316227,84,229270,1
451176,150918,305455,208,189834,0
829040,23785,221589,286,141317,0
565922,-33350,306694,234,146050,1
913625,47811,385017,177,117416,0
176573,71738,256775,260,276190,1
996874,39088,436756,25,92818,0
785178,35348,387863,50,198621,0
746737,11218,230555,27,181112,0
780745,62127,333643,273,155293,0
223664,381,39557,157,123428,0
190205,77592,379877,36,189036,1
663014,157004,468483,285,98241,0
106064,90955,458619,56,135328,1
468209,117270,209236,51,294891,0
687768,174052,311591,280,102771,0
790935,102731,116105,284,142934,0
931132,-33830,286697,202,293379,1
196236,136731,133759,69,145926,1
123568,181633,445351,186,114153,1
159185,-4241,71903,107,279388,1
708382,13191,430679,34,199299,0
993740,-15088,287860,60,185357,1
753891,118444,169486,86,233755,0
367292,5048,401825,275,296850,0
650333,136734,211401,155,293002,0
845843,194059,352673,167,131525,0
701423,-37336,343235,213,176858,1
831439,165472,276132,28,242676,0
613630,93239,207167,144,275539,0
677352,24836,71986,245,184351,0
510955,37948,263421,165,227443,0
886040,46758,187064,285,185466,0
252720,-10378,120443,68,162632,1
286900,166097,211567,27,295081,0
261323,14100,461458,61,289588,0
530159,77916,371958,162,195172,0
387130,113540,302874,117,145238,0
224001,177031,495095,84,124177,0
333088,29622,152086,84,105267,0
238428,3017,290703,282,123465,0
539705,92213,41019,268,251971,0
310384,122757,323257,266,223167,0
844349,157851,157813,139,69793,0
220485,73357,296856,282,177437,0
598829,144043,81405,61,167946,0
359899,157830,480614,282,66479,0
179862,139915,340097,256,93278,1
156476,44394,266093,83,294028,1
797931,28563,352424,45,66342,0
575862,174140,149591,91,230827,0
641265,59145,452064,150,229812,0
402867,-33189,230316,172,81008,1
921860,-31568,244791,255,184086,1
798742,22059,480415,284,89445,0
869599,-35961,132664,281,187734,1
768136,-46477,478910,212,79907,1
691850,134254,196985,100,165049,0
313489,94542,322645,209,144759,0
381733,42316,47456,115,100049,0
713818,-13706,206701,56,176295,1
581796,141596,145349,227,54089,0
295946,5665,278730,253,65813,0
807861,58179,38441,219,151541,0
268821,67471,285162,289,285529,0
707740,52713,163879,275,292212,0
652733,154256,170781,239,193852,0
531915,129373,194069,234,169500,0
529576,198205,235225,34,175579,0
128207,90373,79268,179,262098,1
692478,28443,245664,285,248233,0
869312,-28631,24079,257,249509,1
693630,88920,69110,129,230021,0
133265,154545,215721,129,196790,1
596670,197753,92923,241,149596,0
702627,-1379,279753,164,63859,1
412293,51908,496279,59,156415,0
165615,102798,348114,68,266574,1
445212,41898,410882,140,82431,0
560597,146451,388220,234,201036,0
832440,69249,331718,38,281264,0
549586,-35052,390544,47,285414,1
532419,145061,353153,246,255780,0
992573,80437,249185,188,258886,0
243973,125449,214319,294,201323,0
461021,14363,487935,86,201932,0
122454,36977,310555,244,237733,1
446258,2398,64900,105,264159,0
187924,40095,452903,273,265032,1
714782,189276,411531,110,86354,0
914873,179754,218073,235,111172,0
215390,118075,296447,274,177678,0
864531,156240,45830,120,80729,0
968159,11904,83568,162,179554,0
656907,131428,427768,95,181049,0
610807,47900,145490,42,285630,0
740116,172204,352673,83,117819,0
639764,-15944,305637,232,117255,1
175640,15545,459911,20,206101,1
687005,194327,499534,164,92400,0
564803,139582,366294,77,129859,0
898620,195973,41623,243,144121,0
845454,-2083,364578,42,123941,1
629324,69615,440764,78,287174,0
932978,15257,93758,229,99781,0
899345,4414,208225,145,165186,0
985034,4949,441497,41,190673,0
184377,4534,216649,65,78288,1
628640,-46422,217296,57,246250,1
493560,166318,118625,293,171002,0
262382,18656,119170,183,174954,0
901547,40160,410653,209,82686,0
489049,1571,262896,41,259581,0
360014,40615,309400,295,171818,0
362318,88417,65709,85,244246,0
620074,188681,110871,64,206657,0
858618,118862,276094,99,138342,0
149559,-40354,35100,269,142677,1
384670,32004,130887,268,50659,0
384397,-17585,363879,52,143533,1
249915,68956,164325,256,282831,0
352800,-6065,185047,265,193592,1
856598,77681,221416,82,94894,0
599890,67221,214748,27,77810,0
346956,99086,297524,240,189648,0
140752,-26579,68699,247,225422,1
105091,169969,25594,290,217385,1
192415,170701,463831,32,283597,1
342696,-8774,193889,97,261168,1
253373,-2829,490144,137,65606,1
104852,172170,359698,86,105353,1
461838,137869,304815,297,152107,0
473451,150052,283852,78,290078,0
504972,53614,455435,269,206722,0
132919,113172,35468,235,227907,1
417192,154098,140350,39,59083,0
392902,127412,226654,223,255066,0
999432,138916,94986,288,228231,0
836191,-9622,89071,134,84468,1
460466,187484,322083,154,163160,0
200287,108844,104251,169,197048,0
787102,167340,397684,55,287357,0
317607,175197,53068,146,264991,0
815935,174354,335425,222,138338,0
159225,64870,465453,117,234840,1
877685,-24614,193427,229,151642,1
629877,166361,195416,39,102554,0
299939,-49877,217523,188,220826,1
939394,190921,107766,220,199734,0
883727,76343,254621,73,102115,0
201102,-31020,232650,186,282539,1
714047,121098,452312,117,276341,0
977154,168461,58868,50,208340,0
940322,-23223,361327,223,93042,1
117630,-47358,300888,159,169695,1
184691,116596,204011,229,142538,1
617084,74085,403612,36,122043,0
814674,-47738,385085,39,153529,1
428646,95957,90527,223,65787,0
794998,164702,340148,74,110763,0
884314,-44092,314287,39,151061,1
869710,57891,143696,99,228546,0
370687,33066,90719,155,136167,0
848466,151132,29809,80,225556,0
763469,-9224,414640,209,68811,1
758025,-2121,411299,215,83138,1
488871,93562,80434,236,110546,0
309679,-15117,21862,219,154446,1
339728,24904,201554,40,272506,0
291621,178124,450862,84,269362,0
659035,95759,368179,149,235350,0
661168,187744,498040,71,185690,0
781981,6634,330213,287,247010,0
815425,92700,424646,84,110779,0
535144,124302,269371,222,188980,0
921612,132641,207807,276,217506,0
769508,91410,61052,215,90769,0
475009,42699,367248,55,120162,0
600723,56386,426063,129,251618,0
373303,93912,157750,48,203991,0
867914,10542,218472,296,257888,0
755115,120802,239747,125,156391,0
162251,-34491,350865,73,239184,1
119695,-45636,120022,38,206434,1
385286,83233,33915,253,79594,0
635673,131044,79935,264,239997,0
450383,111135,201784,116,144093,0
147942,189697,85330,33,261986,1
776750,17936,287358,269,290611,0
431345,147508,83601,269,226270,0
914447,199601,439781,187,51852,0
385575,64237,200782,77,126910,0
194786,181636,476533,272,140042,1
509264,36515,433287,134,104938,0
276753,113113,432412,248,211695,0
241292,-28011,314610,253,199359,1
673501,143848,189950,297,266715,0
858354,114465,131101,250,228415,0
555587,35946,452709,22,232639,0
868766,-9786,101173,258,252797,1
574506,110001,465493,86,56879,0
294133,-31457,171663,286,195561,1
250825,94558,266415,126,277820,0
322702,179745,356887,195,280185,0
921012,188613,211521,221,102181,0
940323,-13718,312033,158,58770,1
474617,52972,329438,124,110513,0
206296,105682,387970,65,244511,0
597360,137594,224699,188,130524,0
684466,140506,415465,27,181314,0
304739,109813,206148,223,188434,0
540838,33884,66214,300,186775,0
400500,65523,331459,234,211664,0
965924,199656,466636,288,63454,0
639937,-42273,79813,292,238682,1
447266,86811,446663,186,280078,0
307532,94980,105639,284,277463,0
266461,101,365931,67,129776,0
739391,11625,400933,224,128192,0
594421,182530,144580,244,285790,0
606680,-5812,387932,29,149284,1
914821,27293,55828,37,113045,0
778066,61955,370570,155,199797,0
656054,-36648,176434,298,104336,1
769863,106726,242423,50,188493,0
569286,169482,427562,60,146324,0
209922,-38619,417365,210,273845,1
464833,2668,123987,82,284139,0
538643,164333,140223,200,117468,0
455934,73643,355980,201,74874,0
915334,163213,44362,60,259361,0
659738,94349,351649,261,270626,0
832144,157779,63237,119,76445,0
550795,64887,68836,294,106219,0
429281,120373,262944,266,132900,0
821241,-25718,175684,61,144578,1
898459,188106,480553,286,280175,0
949077,85368,177857,168,264384,0
916157,156509,251481,194,273511,0
248665,87036,98226,205,245051,0
609156,4883,262067,224,291246,0
441270,53713,92212,71,147416,0
306121,81234,465537,143,110373,0
695760,165472,431831,296,255260,0
817403,124967,481443,298,51760,0
711711,93293,498019,200,275892,0
419998,61260,387445,60,166474,0
355869,176113,467569,262,168781,0
229400,160611,63732,167,251240,0
344948,41516,115650,177,204661,0
254548,20324,87781,62,109146,0
481127,-14313,348592,170,152844,1
917399,99032,470805,273,287978,0
518853,25616,148049,270,167121,0
632733,147232,457785,241,115498,0
528738,53309,357264,62,174370,0
558983,2739,230331,224,99772,0
343010,152950,249494,290,241114,0
708998,1559,179664,252,217317,0
687803,74904,127078,190,225037,0
839085,122672,160442,264,176994,0
256093,37552,216512,24,53868,0
263377,197046,334751,60,171235,0
148423,89040,261784,292,126030,1
112623,155609,170430,52,61184,1
576482,182929,271158,189,73868,0
408186,128935,384250,196,288167,0
595511,-4774,441376,158,102414,1
962245,124029,356262,31,120397,0
427741,46171,390490,226,224110,0
129924,166359,474227,90,277002,1
882187,9623,34680,219,284028,0
621565,183501,372052,195,73174,0
741708,-7925,389402,232,192055,1
721574,55482,71264,217,223461,0
716539,16344,485426,27,137668,0
749400,91654,114654,279,275501,0
138804,-5619,231619,38,235330,1
628792,128238,367212,134,199091,0
688976,195226,363608,210,78044,0
737016,169493,152217,119,180950,0
728838,8813,155173,260,227730,0
890793,84949,459212,206,71437,0
945594,-777,421735,292,56517,1
222428,35754,280017,87,256559,0
442051,-34315,50791,195,73274,1
492725,70243,394728,94,157600,0
378383,179156,464660,285,87643,0
679711,118574,252573,156,122049,0
636759,-8304,50247,207,244696,1
221291,26092,120689,97,237246,0
573039,21556,448418,261,286448,0
